Company name,OSIRIS Identification Number,count_records
BANCO FINANCIERA CENTROAMERICANA - FICENSA,HN32764,6
BANCO FINANCIERA CENTROAMERICANA - FICENSA,HNB1E4D,16
BANCO FINANCIERA COMERCIAL HONDURENA - BANCO FICOHSA,HN43620,6
BANCO FINANCIERA COMERCIAL HONDURENA - BANCO FICOHSA,HNB1FB8,16
BANCO FINANCIERO DEL PERU,PE19016,12
BANCO FINANCIERO DEL PERU,PE34865,5
BANCO FINANCIERO DEL PERU,PEA7964,16
BANCO FINANTIA SOFINLOC SA,ES43672,5
BANCO G&T CONTINENTAL EL SALVADOR,SV45227,4
BANCO G&T CONTINENTAL EL SALVADOR,SVAFBC7,13
BANCO GNB PERU SA,PE28942,6
BANCO HIPOTECARIO,SV43957,5
BANCO HIPOTECARIO ACTIVO CA,VE49463,5
BANCO HIPOTECARIO SA,AR18532,3
BANCO HIPOTECARIO SA,AR37940,5
BANCO HIPOTECARIO SA,ARA5827,16
BANCO HONDURENO DEL CAFE - BANHCAFE,HN43088,6
BANCO HONDURENO DEL CAFE - BANHCAFE,HN53547,1
BANCO INDUSVAL SA,BR43950,5
BANCO INDUSVAL SA,BRAF2E4,12
BANCO INTERAMERICANO DE FINANZAS SA - BIF,PE33026,5
BANCO INTERNACIONAL DEL PERU - INTERBANK,PE44780,5
BANCO ITAU BBA S.A.,BR31908,2
BANCO LAFISE HONDURAS SA,HN49702,6
BANCO LAFISE HONDURAS SA,HN53548,3
BANCO LAFISE SA - BANCENTRO,NI10585,6
BANCO LAFISE SA - BANCENTRO,NI47219,8
BANCO LATINOAMERICANO DE COMERCIO EXTERIOR S.A.,PA33435,5
BANCO LATINOAMERICANO DE COMERCIO EXTERIOR S.A.,PAA0587,16
BANCO MACRO SA,AR33960,5
BANCO MACRO SA,AR47055,3
BANCO MACRO SA,ARAC537,13
BANCO MERCANTIL DE INVESTIMENTOS SA,BR53421,3
BANCO MERCANTIL DO BRASIL S.A.,BR45111,4
BANCO MERCANTIL DO BRASIL S.A.,BRA7A22,16
BANCO MERCANTIL SANTA CRUZ SA,BO34587,3
BANCO NACIONAL DE BOLIVIA,BO30573,5
BANCO NACIONAL DE CREDITO C.A.,VE16776,5
"BANCO NACIONAL DE MEXICO, SA - BANAMEX",MX12435,3
"BANCO NACIONAL DE MEXICO, SA - BANAMEX",MX46469,3
"BANCO OCCIDENTAL DE DESCUENTO, BANCO UNIVERSAL CA",VE45359,5
BANCO PAN S.A.,BR43654,3
BANCO PAN S.A.,BRAF9CB,13
BANCO PATAGONIA SA,AR18518,3
BANCO PATAGONIA SA,AR37932,5
BANCO PATAGONIA SA,ARAF2A6,13
BANCO PICHINCHA C.A.,EC31035,3
BANCO PICHINCHA C.A.,EC45185,2
BANCO PICHINCHA C.A.,ECB011D,14
BANCO PINE SA,BR46406,5
BANCO PINE SA,BRAEA4D,12
BANCO POPOLARE - SOCIETA COOPERATIVA - BANCO POPOLARE,IT11362,5
BANCO POPOLARE - SOCIETA COOPERATIVA - BANCO POPOLARE,IT21937,5
BANCO POPOLARE CROATIA DD,HR40195,3
BANCO POPULAR,CO30049,4
BANCO POPULAR,CODBC19,15
BANCO POPULAR ESPANOL SA,ES22724,4
BANCO POPULAR ESPANOL SA,ES22725,2
BANCO PROCREDIT SA,SV49355,3
BANCO PROMERICA,EC19690,1
BANCO PROMERICA,SV49353,3
BANCO PROVINCIAL - BBVA,VE30698,5
BANCO PROVINCIAL - BBVA,VE53047,11
BANCO PROVINCIAL - BBVA,VEA7BE7,17
BANCO RIPLEY SA,PE26593,3
BANCO SANTA CRUZ S.A.,BO30709,1
BANCO SANTANDER (BRASIL) S.A.,BR30010,5
BANCO SANTANDER (BRASIL) S.A.,BRB49FB,9
BANCO SANTANDER CHILE,CL45720,5
BANCO SANTANDER CHILE,CLA1DAE,16
BANCO SANTANDER PERU,PE26881,6
BANCO SANTANDER RIO S.A.,AR32061,3
BANCO SANTANDER RIO S.A.,AR47432,5
BANCO SANTANDER RIO S.A.,ARA64EC,16
BANCO SANTANDER SA,ES47560,5
BANCO SANTANDER SA,ES49422,3
BANCO SANTANDER SA,ESA03DB,17
BANCO SANTANDER TOTTA SA,PT22533,3
BANCO SANTANDER TOTTA SA,PT37379,5
BANCO SOFISA S.A.,BR48108,5
BANCO SOFISA S.A.,BRAEC7B,12
BANCO SOLIDARIO,EC19692,4
BANCO SOLIDARIO,EC46331,5
BANCO SOLIDARIO,ECB011E,14
BANCO SOLIDARIO - BANCOSOL,BO38492,11
BANCO SUQUIA SA,AR35922,2
BANCOLOMBIA S.A.,CO46407,5
BANCOLOMBIA S.A.,COA1D09,16
"BANCORP CONNECTICUT, INC.",US82557,2
"BANCORP CONNECTICUT, INC.",US87621,2
"BANCORP OF NEW JERSEY, INC.",US20959,7
"BANCORP OF NEW JERSEY, INC.",US73359,2
"BANCORP OF NEW JERSEY, INC.",USB3748,11
"BANCORP RHODE ISLAND, INC",US19283,12
"BANCORP RHODE ISLAND, INC",USA20AD,11
"BANCORP, INC., THE",US68216,14
"BANCORP, INC., THE",USA8B48,16
"BANCORPSOUTH, INC.",US08490,17
"BANCORPSOUTH, INC.",US41826,16
"BANCTRUST FINANCIAL GROUP, INC.",US59360,12
"BANCTRUST FINANCIAL GROUP, INC.",US68229,13
BANESCO BANCO UNIVERSAL CA,VE37586,5
BANGKOK BANK PUBLIC COMPANY LIMITED,TH42178,5
BANGKOK FIRST INVESTMENT & TRUST PCL,TH43474,5
"BANIF - BANCO INTERNACIONAL DO FUNCHAL, SA",PT22522,4
BANK AL ETIHAD,JO32567,5
BANK AL HABIB,PK37558,5
BANK ALFALAH LIMITED,PK43239,1
BANK ALFALAH LIMITED,PK51536,5
BANK ALJAZIRA JSC,SA31725,5
BANK ARTHA GRAHA INTERNASIONAL TBK,ID42691,5
BANK ASIA LIMITED,BD13825,5
BANK ASIA LIMITED,BD49474,5
BANK AUDI SAE,EG33993,5
BANK AUDI SAL,LB31437,5
BANK BGZ BNP PARIBAS SA,PL23498,3
BANK BGZ BNP PARIBAS SA,PL34219,5
BANK BPH SA,PL18570,2
BANK BPH SA,PL31077,5
BANK BUMI ARTA,ID44157,5
BANK CENTERCREDIT,KZ44270,5
BANK CENTRAL ASIA,ID13175,5
"BANK CHINA CONSTRUCTION BANK INDONESIA TBK., PT",ID45760,3
BANK COOP AG,CH31727,5
BANK DANAMON INDONESIA TBK,ID13189,5
BANK DHOFAR SAOG,OM40013,5
BANK DIAMANT - DIAMANTBANK,UA25161,3
BANK EKONOMI RAHARDJA,ID30633,5
BANK FIRST NATIONAL CORP,US19327,16
BANK FIRST NATIONAL CORP,USAA94D,15
BANK FORUM,UA47653,5
BANK FUER TIROL UND VORARLBERG AG - BTV (3 BANKEN GRUPPE),AT33359,11
BANK FUER TIROL UND VORARLBERG AG - BTV (3 BANKEN GRUPPE),AT43887,5
BANK GANESHA,ID48918,3
BANK HANDLOWY W WARSZAWIE S.A.,PL30746,5
BANK HAPOALIM BM,IL32692,5
BANK HARDA INTERNASIONAL,ID53461,3
"BANK HOLDINGS, THE",US71011,6
"BANK HOLDINGS, THE",USA9D7B,9
BANK J. SAFRA SARASIN AG,CH41747,5
BANK LEUMI LE ISRAEL BM,IL31998,5
BANK LINTH LLB AG,CH35995,5
BANK MANDIRI (PERSERO) TBK,ID47750,5
BANK MASPION INDONESIA,ID48879,5
BANK MEGA TBK,ID13235,5
BANK MELLAT,IR43997,5
BANK MENDES GANS NV,NL22218,4
BANK MENDES GANS NV,NL45165,4
BANK MESTIKA DHARMA,ID48852,5
BANK MILLENNIUM,PL35913,2
BANK MILLENNIUM,PL45307,5
BANK MITRANIAGA TBK PT,ID52486,3
"BANK MNC INTERNASIONAL TBK., PT",ID48664,5
BANK MUSCAT SAOG,OM37052,5
BANK MUTUAL CORPORATION,US23754,5
BANK MUTUAL CORPORATION,USA2D3A,17
BANK NEGARA INDONESIA (PERSERO) - BANK BNI,ID43434,5
BANK NIZWA SAOG,OM14894,1
BANK NUSANTARA PARAHYANGAN,ID48804,5
BANK OCBC NISP TBK,ID35928,5
BANK OCHRONY SRODOWISKA SA - BOS SA - BANK OCHRONY SRODOWISKA CAPITAL GROUP,PL19656,2
BANK OCHRONY SRODOWISKA SA - BOS SA - BANK OCHRONY SRODOWISKA CAPITAL GROUP,PL42453,5
BANK OF AFRICA - BENIN,BJ36967,5
BANK OF AFRICA - BURKINA,BF49499,5
BANK OF AFRICA - COTE D'IVOIRE,CI47121,5
BANK OF AFRICA - NIGER,NE44810,5
BANK OF AFRICA - SENEGAL,SN16772,5
BANK OF ALAMEDA,US60363,11
BANK OF ALEXANDRIA,EG30634,5
BANK OF AMADOR,US60368,2
BANK OF AMERICA CORPORATION,US36041,16
BANK OF AMERICA CORPORATION,USA1CD8,17
BANK OF ASIA NEPAL LIMITED,NP27250,1
BANK OF ASTANA JSC,KZ16836,5
BANK OF AYUDHYA PUBLIC COMPANY LTD.,TH31237,5
BANK OF BAGHDAD,IQ29029,5
BANK OF BARODA,IN31473,5
BANK OF BARODA (UGANDA) LIMITED,UG43159,5
BANK OF BEIJING CO LTD,CN46701,5
BANK OF BEIRUT S.A.L.,LB32531,5
BANK OF BOTETOURT BUCHANAN,US89256,8
BANK OF CHINA LIMITED,CN30118,5
BANK OF CHONGQING,CN49481,5
BANK OF COMMERCE HOLDINGS,US19402,15
BANK OF COMMERCE HOLDINGS,US20978,1
BANK OF COMMERCE HOLDINGS,USA9D0E,17
BANK OF COMMUNICATIONS CO. LTD,CN33076,5
BANK OF CYPRUS PUBLIC COMPANY LIMITED - BANK OF CYPRUS GROUP,CY30823,5
BANK OF CYPRUS PUBLIC COMPANY LIMITED - BANK OF CYPRUS GROUP,CY30960,5
BANK OF EAST ASIA LTD,HK30094,5
BANK OF EAST ASIA LTD,HKA226B,16
BANK OF FLORIDA CORPORATION,US68221,7
BANK OF FLORIDA CORPORATION,USA5D7F,10
BANK OF FUKUOKA LTD,JP31763,11
BANK OF FUKUOKA LTD,JP47964,11
"BANK OF GRANITE CORPORATION, NORTH CAROLINA",US08560,11
"BANK OF GRANITE CORPORATION, NORTH CAROLINA",US68232,11
BANK OF GREENLAND - GRONLANDSBANKEN A/S,DK43575,5
BANK OF GUAM,US44557,15
BANK OF HANGZHOU CO LTD,CN18565,3
BANK OF HAWAII CORPORATION,US08480,17
BANK OF HAWAII CORPORATION,US34117,16
BANK OF INDIA,IN31348,5
BANK OF IRELAND - GOVERNOR AND COMPANY OF THE BANK OF IRELAND,IE20111,5
BANK OF IRELAND - GOVERNOR AND COMPANY OF THE BANK OF IRELAND,IE20112,5
BANK OF IRELAND - GOVERNOR AND COMPANY OF THE BANK OF IRELAND,IEA1BA3,15
"BANK OF IWATE, LTD",JP17158,11
"BANK OF IWATE, LTD",JP31585,11
"BANK OF JAPAN, NIPPON GINKO",JP32869,5
BANK OF JERUSALEM,IL46222,5
BANK OF JIANGSU CO LTD,CN25465,3
BANK OF JINZHOU CO LTD,CN29242,2
BANK OF JORDAN PLC,JO32555,5
BANK OF JORDAN-SYRIA,SY27844,5
BANK OF KAOHSIUNG,TW30726,5
BANK OF KATHMANDU LTD,NP48809,5
BANK OF KENTUCKY FINANCIAL CORPORATION,US19284,15
BANK OF KENTUCKY FINANCIAL CORPORATION,USB071D,12
BANK OF KHANTY-MANSIYSK,RU48815,5
BANK OF KHYBER,PK43240,5
"BANK OF KOCHI, LTD",JP17161,11
"BANK OF KOCHI, LTD",JP31407,11
BANK OF KYOTO,JP30879,11
BANK OF KYOTO,JP47965,11
BANK OF MAHARASHTRA,IN32619,5
BANK OF MARIN,US60562,15
BANK OF MARIN,US71300,7
BANK OF MARIN BANCORP,US72033,9
BANK OF MARIN BANCORP,USA249B,17
BANK OF MCKENNEY,US60568,15
BANK OF MCKENNEY,USAE6E3,14
BANK OF MONTREAL - BANQUE DE MONTREAL,CA33408,17
BANK OF MONTREAL - BANQUE DE MONTREAL,CAA19BE,17
BANK OF N.T. BUTTERFIELD & SON LTD. (THE),BM30840,1
BANK OF N.T. BUTTERFIELD & SON LTD. (THE),BMB3E87,2
BANK OF NAGOYA,JP32407,11
BANK OF NAGOYA,JP48555,11
BANK OF NANJING,CN17361,5
"BANK OF NAPA, NA",US71849,11
BANK OF NEVIS LIMITED,KN35822,5
"BANK OF NEW YORK COMPANY, INC. (THE)",US34025,7
BANK OF NEW YORK MELLON CORPORATION,US0950N,17
BANK OF NEW YORK MELLON CORPORATION,US72072,9
BANK OF NINGBO,CN17425,3
BANK OF NOVA SCOTIA (THE) - SCOTIABANK,CA33406,17
BANK OF NOVA SCOTIA (THE) - SCOTIABANK,CAA6400,17
BANK OF NOVA SCOTIA JAMAICA LTD. (THE),JM33309,1
BANK OF NOVA SCOTIA JAMAICA LTD. (THE),JMA7CFE,12
"BANK OF OAK RIDGE, NORTH CAROLINA",US60600,15
BANK OF OKINAWA,JP17165,11
BANK OF OKINAWA,JP30170,11
BANK OF PALESTINE PLC,PS44478,5
BANK OF PUNJAB,PK17900,5
BANK OF PUNJAB,PK43233,5
BANK OF QINGDAO CO LTD,CN16152,3
BANK OF QUEENSLAND LIMITED,AU32593,6
"BANK OF SALEM, OREGON",US60640,5
BANK OF SANTA CLARITA,US71279,13
BANK OF SCOTLAND PLC,GB24119,5
BANK OF SCOTLAND PLC,GB24120,3
BANK OF SHANGHAI,CN46799,3
BANK OF SHARJAH,AE31318,5
BANK OF SOUTH CAROLINA CORPORATION,US68235,3
BANK OF SOUTH CAROLINA CORPORATION,USA163E,16
BANK OF SOUTH PACIFIC LTD.,PG31745,3
BANK OF SOUTHERN CALIFORNIA NA,US65181,15
BANK OF SYRIA AND OVERSEAS SA,SY40996,5
BANK OF THE BAHAMAS LIMITED,BS43275,4
BANK OF THE BAHAMAS LIMITED,BSAE033,15
BANK OF THE CAROLINAS,US60667,13
BANK OF THE CAROLINAS CORPORATION,US73266,6
BANK OF THE CAROLINAS CORPORATION,USA872D,15
"BANK OF THE JAMES FINANCIAL GROUP, INC.",US20984,10
BANK OF THE OZARKS INC,US68237,16
BANK OF THE OZARKS INC,USA1453,17
BANK OF THE PHILIPPINE ISLANDS,PH19661,8
BANK OF THE PHILIPPINE ISLANDS,PH31501,5
BANK OF THE RYUKYUS LTD.,JP17168,11
BANK OF THE RYUKYUS LTD.,JP30234,11
BANK OF TIANJIN,CN47695,3
BANK OF UTAH,US60700,15
BANK OF UTICA,US60701,15
BANK OF VALLETTA PLC,MT27933,5
BANK OF VALLETTA PLC,MT43203,3
BANK OF VIRGINIA,US71280,12
BANK OF WESTPORT,US60717,2
BANK OF ZHENGZHOU CO LTD,CN21958,3
BANK ONE CORPORATION,US0922N,4
BANK ONE CORPORATION,US34039,4
BANK PAN INDONESIA TBK PT - PANIN BANK,ID30754,5
BANK PASARGAD,IR11992,1
BANK PASARGAD,IR28881,2
BANK PERMATA TBK,ID30786,5
BANK PETROCOMMERCE,RU48274,4
BANK POLSKA KASA OPIEKI SA - BANK PEKAO SA,PL31008,5
BANK POLSKA KASA OPIEKI SA - BANK PEKAO SA,PL44167,3
"BANK QNB INDONESIA TBK., PT",ID44010,5
BANK RAKYAT INDONESIA (PERSERO) TBK,ID44166,5
BANK REALE,US71854,9
BANK SADERAT IRAN,IR47718,3
BANK SAINT-PETERSBURG PJSC,RU36424,5
"BANK SINARMAS TBK., PT",ID45602,5
BANK SOHAR SAOG,OM25520,5
BANK SOLIDARNOST,RU18571,1
BANK TABUNGAN NEGARA (PERSERO),ID37867,5
BANK TABUNGAN PENSIUNAN NASIONAL PT,ID39945,5
BANK TEJARAT,IR44868,4
BANK VICTORIA INTERNATIONAL TBK (PT),ID27419,5
BANK VVB PAO,RU28124,3
BANK ZACHODNI WBK S.A.,PL32473,5
BANK ZACHODNI WBK S.A.,PL49970,3
BANK ZENIT PJSC,RU45246,5
BANKA KOPER D.D.,SI37084,3
BANKA KOPER D.D.,SI48179,4
BANKA KOVANICA DD VARAZDIN,HR40225,5
BANKA SPLITSKO-DALMATINSKA DD SPLIT,HR40230,4
BANKERS INVESTMENT TRUST PLC,GB49296,3
BANKFINANCIAL CORPORATION,US60286,4
BANKFINANCIAL CORPORATION,USAAC47,15
BANKGREENVILLE FINANCIAL CORPORATION,US84443,7
BANKGUAM HOLDING COMPANY,US60324,6
BANKGUAM HOLDING COMPANY,USE5D06,8
"BANKIA, SA",ES12445,3
"BANKIA, SA",ES22651,5
BANKISLAMI PAKISTAN LIMITED,PK51762,5
BANKLIBERTY,US47859,3
BANKNORDIK P/F,DK10389,5
"BANKUNITED, INC",US73267,4
"BANKUNITED, INC",USCD2B4,8
BANKWELL BANK,US66099,15
"BANKWELL FINANCIAL GROUP, INC.",US20621,3
"BANKWELL FINANCIAL GROUP, INC.",USDC3F6,7
BANNER CORPORATION,US48027,16
BANNER CORPORATION,USA0BE0,17
"BANNORTE (BANORTE) BANCO COMERCIAL, CA",VE49003,5
BANQUE BEMO SAL,LB42092,5
BANQUE BEMO SAUDI FRANSI SA,SY23408,5
BANQUE CANTONALE BERNOISE SA - BERNER KANTONALBANK AG,CH46486,5
BANQUE CANTONALE DE GENEVE,CH43978,5
BANQUE CANTONALE DU JURA,CH44858,5
BANQUE CANTONALE DU VALAIS - WALLISER KANTONALBANK,CH33476,5
BANQUE CANTONALE VAUDOISE,CH43729,5
BANQUE CENTRALE POPULAIRE SA,MA31363,5
BANQUE CENTRALE POPULAIRE SA,MA57820,5
BANQUE COURTOIS,FR28010,5
BANQUE DE KIGALI,RW33397,3
BANQUE DE L'HABITAT,TN23743,1
BANQUE DE L'HABITAT,TN35722,5
BANQUE DE LA REUNION SA,FR10826,5
BANQUE DE SAVOIE SA,FR10679,5
BANQUE DE TUNISIE,TN31018,5
BANQUE DE TUNISIE ET DES EMIRATS SA,TN49340,4
BANQUE DEGROOF PETERCAM LUXEMBOURG SA,LU19274,2
BANQUE DEGROOF PETERCAM LUXEMBOURG SA,LU22028,5
BANQUE INTERNATIONALE A LUXEMBOURG SA,LU22036,5
BANQUE INTERNATIONALE A LUXEMBOURG SA,LU22037,5
BANQUE INTERNATIONALE ARABE DE TUNISIE - BIAT,TN31566,5
BANQUE INTERNATIONALE POUR LE COMMERCE ET L'INDUSTRIE DE LA COTE D'IVOIRE SA - BICICI,CI31478,5
BANQUE MAROCAINE DU COMMERCE EXTERIEUR - BMCE BANK,MA30474,5
BANQUE MAROCAINE DU COMMERCE EXTERIEUR - BMCE BANK,MA47106,5
BANQUE MAROCAINE POUR LE COMMERCE ET L'INDUSTRIE BMCI,MA30834,5
BANQUE NATIONALE AGRICOLE,TN23648,4
BANQUE NATIONALE AGRICOLE,TN31573,5
BANQUE POUR LE COMMERCE EXTERIEUR LAO - BCEL,LA49246,3
BANQUE PROFIL DE GESTION SA,CH47281,5
BANQUE SAUDI FRANSI JSC,SA31555,5
BANQUE TARNEAUD,FR10983,5
BANQUE TRANSATLANTIQUE SA,FR10672,5
BANREGIO GRUPO FINANCIERO SA DE CV,MX39451,5
BANREGIO GRUPO FINANCIERO SA DE CV,MX54300,3
BANREGIO GRUPO FINANCIERO SA DE CV,MXD24A8,9
BAR HARBOR BANKSHARES,US68250,16
BAR HARBOR BANKSHARES,USA1552,17
BARCLAYS AFRICA GROUP LIMITED,ZA35892,5
BARCLAYS BANK - EGYPT S.A.E.,EG37981,5
BARCLAYS BANK OF BOTSWANA LIMITED,BW32719,5
BARCLAYS BANK OF KENYA LTD,KE30983,5
BARCLAYS BANK OF ZIMBABWE LTD.,ZW31770,5
BARCLAYS BANK ZAMBIA PLC,ZM42915,5
BARCLAYS PLC,GB17705,3
BARCLAYS PLC,GB24158,5
BARCLAYS PLC,GBA03D8,16
BASELLANDSCHAFTLICHE KANTONALBANK - BANQUE CANTONALE DE BALE-CAMPAGNE,CH30317,5
BASLER KANTONALBANK - BANQUE CANTONALE DE BALE,CH17135,3
BASLER KANTONALBANK - BANQUE CANTONALE DE BALE,CH31646,5
BATI LEASE SA,FR27936,5
BAUSPARKASSE MAINZ AG BKM,DE13102,5
BAY BANCORP INC,US20879,9
"BAY BANKS OF VIRGINIA, INC.",US20836,10
BAY COMMERCIAL BANK,US71283,13
BAY NATIONAL CORPORATION,US90444,8
BAYLAKE CORPORATION,US19285,16
BAYLAKE CORPORATION,USA17D4,16
BAYPORT MANAGEMENT LIMITED,MU14118,4
BB&T CORPORATION,US37262,16
BB&T CORPORATION,USA2E00,17
BBK B.S.C.,BH31663,5
BBVA BANCO FRANCES SA,AR31970,3
BBVA BANCO FRANCES SA,AR44680,5
BBVA BANCO FRANCES SA,ARA1C82,16
BBVA COLOMBIA SA,CO30047,3
BBVA COLOMBIA SA,COABE45,9
BBVA COMPASS BANCSHARES INC,US16140,15
BBVA COMPASS BANCSHARES INC,US34107,16
"BBVA USA BANCSHARES, INC",US69933,7
"BBVA USA BANCSHARES, INC",USAB1BA,4
BBX CAPITAL CORP,US0959A,16
BBX CAPITAL CORP,US23757,5
BC EUROCREDITBANK SA,MD48985,5
BC UNIBANK SA,MD16603,3
"BCB BANCORP, INC.",US68264,12
"BCB BANCORP, INC.",USABBEC,14
BCSB BANCORP INC,US60325,3
BCSB BANCORP INC,USB23C9,5
BDO LEASING AND FINANCE INC,PH21826,3
BDO UNIBANK INC,PH19924,8
BDO UNIBANK INC,PH42655,5
BEACH BUSINESS BANK,US71284,9
"BEACH COMMUNITY BANCSHARES, INC.",US71021,11
"BEACH COMMUNITY BANCSHARES, INC.",US90447,1
"BEACH FIRST NATIONAL BANCSHARES, INC.",US68266,7
"BEACH FIRST NATIONAL BANCSHARES, INC.",USAC050,10
BEAR STATE FINANCIAL INC,US23890,5
BEAR STATE FINANCIAL INC,USA166B,17
BELLEVUE GROUP AG,CH48530,5
BELMONT BANCORP,US68269,5
BELMONT BANCORP,USA125B,5
"BEN FRANKLIN FINANCIAL, INC.",US84215,3
BENCHMARK BANKSHARES INC.,US89163,11
BENDIGO AND ADELAIDE BANK LIMITED,AU43500,6
"BENEFICIAL BANCORP, INC.",US20675,1
"BENEFICIAL BANCORP, INC.",USAE90F,15
BENJAMIN FRANKLIN BANCORP INC,US68272,9
BENJAMIN FRANKLIN BANCORP INC,USAA768,8
BEO BANCORP,US20838,14
"BERKSHIRE BANCORP, INC",US19449,15
"BERKSHIRE BANCORP, INC",US22960,13
"BERKSHIRE BANCORP, INC",US89041,1
BERKSHIRE HILLS BANCORP INC,US40331,4
BERKSHIRE HILLS BANCORP INC,USA25DC,17
BERLIN HYP AG,DE45186,5
BERMUDA COMMERCIAL BANK LTD.,BM30857,5
BEST EFFORTS BANK,RU38903,3
BEVERLY HILLS BANCORP INC,US23748,4
BEVERLY HILLS BANCORP INC,USA1321,8
BEVERLY NATIONAL CORPORATION,US89222,3
BFI FINANCE INDONESIA TBK (PT),ID13422,3
BGC PARTNERS INC,US12045,3
BGEO GROUP PLC,GB50460,3
BGL BNP PARIBAS,LU22032,3
BGL BNP PARIBAS,LU22033,5
BHF GROUP SA,BE15159,5
BHF KAMCO INVESTMENT COMPANY K.S.C,KW17342,3
BHW HOLDING AG,DE45374,5
BICECORP SA,CL50005,5
BIMB HOLDINGS BERHAD,MY30730,2
BIN BANK TVER,RU38930,1
BINBANK,RU18513,5
BINCKBANK NV,NL40921,5
BIRATLAXMI BIKAS BANK LTD,NP11086,4
"BIRMINGHAM BLOOMFIELD BANCSHARES, INC.",US83299,10
BIWAKO BANK LTD,JP17169,4
BIWAKO BANK LTD,JP31732,4
BKS BANK AG,AT30277,11
BKS BANK AG,AT45107,5
"BLACKHAWK BANCORP, INC.",US68280,14
BLACKROCK CAPITAL INVESTMENT CORPORATION,US51094,5
BLACKROCK INCOME STRATEGIES TRUST PLC,GB24958,3
"BLACKROCK, INC",US51046,3
BLME HOLDINGS PLC,GB52398,3
BLOM BANK EGYPT SAE,EG31718,5
BLOM BANK S.A.L.,LB45659,6
BLUE MARLIN HOLDINGS S.A.,LU46893,5
BLUE NILE MASHREQ BANK LTD,SD16219,2
BLUE VALLEY BAN CORP.,US68286,15
BLUE VALLEY BAN CORP.,US89246,1
BLUE VALLEY BAN CORP.,USB1380,12
BM BANK JSC,UA26459,3
BMB INVESTMENT BANK - BAHRAIN MIDDLE EAST BANK B.S.C.,BH33449,5
"BNB BANCORP, INC.",US84172,15
BNBANK ASA,NO34239,5
BNC BANCORP,US68288,14
BNC BANCORP,USA9DD1,17
"BNCCORP, INC.",US68289,16
"BNCCORP, INC.",USA0B7B,17
BNK FINANCIAL GROUP INC,KR14305,3
BNP PARIBAS,FR10930,5
BNP PARIBAS,FR10931,5
BNP PARIBAS BANK POLSKA SA,PL32453,5
BOARDWALK BANK,US60865,6
BOBAR BANKA A.D.,BA40548,3
BOC HONG KONG (HOLDINGS) LTD,HK18590,5
"BOE FINANCIAL SERVICES OF VIRGINIA, INC.",US68290,8
"BOE FINANCIAL SERVICES OF VIRGINIA, INC.",USA20D2,8
BOFI HOLDING INC,US23795,4
BOFI HOLDING INC,USAA37F,15
BOK FINANCIAL CORPORATION,US36859,16
BOK FINANCIAL CORPORATION,USA0392,16
"BOL BANCSHARES, INC.",US82166,16
BONDPARTNERS SA,CH17436,4
BONDPARTNERS SA,CH17437,2
BOOKOOK SECURITIES CO,KR39539,2
BOR BANKA DD SARAJEVO,BA40549,3
"BORDER BANCSHARES, INC.",US89253,12
BOSNA BANK INTERNATIONAL D.D.,BA16952,3
"BOSP BANCSHARES, INC.",US83527,8
BOSTON PRIVATE FINANCIAL HOLDINGS INC,US47943,16
BOSTON PRIVATE FINANCIAL HOLDINGS INC,USA0B3A,17
"BOSTONFED BANCORP, INC",US48008,3
"BOSTONFED BANCORP, INC",USA0D9A,4
BOUBYAN BANK KSCP,KW23710,5
BOURSE DIRECT SA,FR26608,5
BOURSORAMA SA,FR29650,4
BOURSORAMA SA,FR29651,3
BPER BANCA S.P.A.,IT20338,5
BPER BANCA S.P.A.,IT42468,5
BRAC BANK LIMITED,BD18501,5
BRADFORD & BINGLEY PLC,GB17668,3
BRADFORD & BINGLEY PLC,GB49990,5
"BRAIT SE, SOCIETAS EUROPAEA",MT47974,4
BRAMER BANKING CORPORATION LTD,MU42213,2
BRAZILIAN FINANCE AND REAL ESTATE SA,BR11849,1
BRB - BANCO DE BRASILIA S.A.,BR31681,5
BRB - BANCO DE BRASILIA S.A.,BRAA6C3,16
BRD-GROUPE SOCIETE GENERALE SA,RO36742,5
BRD-GROUPE SOCIETE GENERALE SA,RO49469,2
BREWIN DOLPHIN HOLDINGS PLC,GB26432,3
"BRIDGE BANCORP, INC",US19287,16
"BRIDGE BANCORP, INC",USA2A89,16
BRIDGE CAPITAL HOLDINGS,US40999,11
BRIDGE CAPITAL HOLDINGS,USAAD5B,13
"BRIDGE STREET FINANCIAL, INC.",US68311,3
"BRIDGE STREET FINANCIAL, INC.",USA1F5E,6
BRIDGE VIEW BANCORP,US87589,3
BRIDGE VIEW BANCORP,USA1640,3
BRIGHT DEVELOPMENT BANK LTD,NP11688,3
BRIGHT KINDLE RESOURCES & INVESTMENTS INC,PH50746,3
BRISTOL & WEST INVESTMENTS PLC,GB40541,4
BRITTON & KOONTZ CAPITAL CORPORATION,US68316,13
BRITTON & KOONTZ CAPITAL CORPORATION,US89268,1
BRITTON & KOONTZ CAPITAL CORPORATION,USA1650,13
BROADWAY FINANCIAL CORPORATION,US16220,4
BROADWAY FINANCIAL CORPORATION,US23780,5
BROADWAY FINANCIAL CORPORATION,USA170F,16
BROOKLINE BANCORP INC,US23796,5
BROOKLINE BANCORP INC,USA1ADE,17
BRUNSWICK BANCORP,US23781,16
BRYN MAWR BANK CORPORATION,US12770,17
BRYN MAWR BANK CORPORATION,US68319,16
BSB BANCORP INC,US73246,7
