Company name,WVB No,OSIRIS Identification Number,count_records,min_date,max_date
GUYANA BANK FOR TRADE & INDUSTRY LTD,30001LF,GY34717,3,2013-12-31,2015-09-30
GUYANA BANK FOR TRADE & INDUSTRY LTD,30001LF,GYAC904,15,2001-12-31,2015-12-31
"H & R BLOCK, INC.",30032NU,US20688,3,2012-12-31,2014-12-31
HABERSHAM BANCORP,36950NU,US19351,11,2000-12-31,2010-12-31
HABERSHAM BANCORP,36950NU,USA1122,10,2000-12-31,2009-12-31
HABIB BANK LIMITED,30561FP,PK30753,5,2011-12-31,2015-12-31
HABIB METROPOLITAN BANK LIMITED,30104FP,PK40070,5,2011-12-31,2015-12-31
HACHIJUNI BANK,30203FJ,JP30209,11,2006-03-31,2016-03-31
HACHIJUNI BANK,30203FJ,JP47968,11,2006-03-31,2016-03-31
HACI OMER SABANCI HOLDING AS,90011ET,TR40007,5,2011-12-31,2015-12-31
HAITONG INTERNATIONAL SECURITIES GROUP LIMITED,30369FH,BM39536,5,2011-12-31,2015-12-31
HAITONG SECURITIES CO. LTD,30509PC,CN29490,4,2012-12-31,2015-12-31
HAKRINBANK N.V.,SR31324,SR31324,3,2013-12-31,2015-12-31
HALIFAX NATIONAL BANK,59529NU,US63578,7,2002-12-31,2008-12-31
HALK BANKA AD SKOPJE,MK4627148,MK19934,5,2011-12-31,2015-12-31
HALKABANK AD BELGRADE,400240.0,RS23586,5,2011-12-31,2015-12-31
HAMA MERCHANT & FINANCE LTD,30210FB,NP11991,3,2012-07-15,2015-07-16
HAMILTON BANCORP INC,US650149935,US48031,1,2000-12-31,2000-12-31
HAMILTON BANCORP INC,US650149935,USA1520,1,2000-12-31,2000-12-31
"HAMILTON BANCORP, INC.",US460543309,US83847,4,2012-12-31,2015-12-31
HAMILTON STATE BANCSHARES INC,US203956329,US60331,5,2011-12-31,2015-12-31
HAMLIN BANK AND TRUST COMPANY,US250532490,US63579,15,2002-12-31,2016-12-31
"HAMPDEN BANCORP, INC",63386NU,US71127,11,2004-12-31,2014-12-31
"HAMPDEN BANCORP, INC",63386NU,USAFDC1,13,2002-06-30,2014-06-30
HAMRO BIKAS BANK LTD,30241FB,NP11530,4,2012-07-15,2015-07-16
"HAN KOOK CAPITAL CO.,LTD",KR1601110019277,KR53844,2,2014-12-31,2015-12-31
HANA BANK,30018FK,KR31621,3,2012-12-31,2014-12-31
HANA FINANCIAL GROUP,30249FK,KR39890,5,2011-12-31,2015-12-31
HANCOCK HOLDING COMPANY,36958NU,US41852,16,2000-12-31,2015-12-31
HANCOCK HOLDING COMPANY,36958NU,USA0195,16,2000-12-31,2015-12-31
HANG SENG BANK LTD.,30039FH,HK30092,5,2011-12-31,2015-12-31
HANMI FINANCIAL CORPORATION,36961NU,US69147,16,2000-12-31,2015-12-31
HANMI FINANCIAL CORPORATION,36961NU,USA29F6,17,2000-12-31,2016-12-31
HANWHA INVESTMENT & SECURITIES CO LTD,40269FK,KR29102,2,2014-12-31,2015-12-31
HANYANG SECURITIES CO,40270FK,KR39542,2,2014-12-31,2015-12-31
HARBIN BANK,41252PC,CN23758,5,2011-12-31,2015-12-31
HARBOR BANK,61495NU,US63587,2,2002-12-31,2003-12-31
HARBOR BANKSHARES CORPORATION,US521786341,US89686,10,2006-12-31,2015-12-31
HARFORD BANK,US520799113,US63593,15,2002-12-31,2016-12-31
HARLEYSVILLE NATIONAL CORPORATION,37001NU,US41120,10,2000-12-31,2009-12-31
HARLEYSVILLE NATIONAL CORPORATION,37001NU,US41993,10,2000-12-31,2009-12-31
HARLEYSVILLE SAVINGS FINANCIAL CORPORATION,37006NU,US41122,17,2000-09-30,2016-09-30
HARLEYSVILLE SAVINGS FINANCIAL CORPORATION,37006NU,US69155,15,2000-12-31,2014-12-31
HARLEYSVILLE SAVINGS FINANCIAL CORPORATION,37006NU,US89689,2,2015-12-31,2016-12-31
"HARVARD ILLINOIS BANCORP, INC.",US272238553,US83781,4,2012-12-31,2015-12-31
HARVEST COMMUNITY BANK,US223688758,US63628,15,2002-12-31,2016-12-31
HARVEST COMMUNITY BANK,US223688758,USB38BB,7,2007-12-31,2014-12-31
HATTON NATIONAL BANK PLC,30042FS,LK30769,5,2011-12-31,2015-12-31
HATTON NATIONAL BANK PLC,30042FS,LK48537,5,2011-12-31,2015-12-31
HAWAIIAN ELECTRIC INDUSTRIES INC,34935NU,US67371,4,2012-12-31,2015-12-31
HAWTHORN BANCSHARES INC,35909NU,US19317,16,2000-12-31,2015-12-31
HAWTHORN BANCSHARES INC,35909NU,USA268D,16,2000-12-31,2015-12-31
"HBANCORPORATION, INC.",US371351506,US82608,17,2000-12-31,2016-12-31
HBOS PLC,32339EX,GB17577,5,2011-12-31,2015-12-31
HCB FINANCIAL CORP.,US382692668,US89695,10,2006-12-31,2015-12-31
HCSB FINANCIAL CORPORATION,40457NU,US69164,10,2002-12-31,2014-12-31
HCSB FINANCIAL CORPORATION,40457NU,US89696,6,2000-12-31,2015-12-31
HCSB FINANCIAL CORPORATION,40457NU,USB22DD,11,2006-12-31,2016-12-31
HDFC BANK LTD,30776FI,IN42293,5,2012-03-31,2016-03-31
HDFC BANK LTD,30776FI,INA2D46,17,2000-03-31,2016-03-31
HEARTLAND BANCORP INC,US311257688,US69165,12,2000-12-31,2015-12-31
"HEARTLAND BANCSHARES, INC.",US352017085,US89698,7,2000-12-31,2011-12-31
HEARTLAND BANK LIMITED,40005AN,NZ50456,3,2014-06-30,2016-06-30
"HEARTLAND FINANCIAL USA, INC.",37029NU,US69168,16,2000-12-31,2015-12-31
"HEARTLAND FINANCIAL USA, INC.",37029NU,USA26E6,17,2000-12-31,2016-12-31
HELGELAND SPAREBANK,40199SN,NO47017,5,2011-12-31,2015-12-31
HELLENIC BANK PUBLIC COMPANY LIMITED,30003EC,CY31583,5,2011-12-31,2015-12-31
HELLENIC BANK PUBLIC COMPANY LIMITED,30003EC,CY45444,5,2011-12-31,2015-12-31
HELM BANK S.A.,30206LL,CO30078,6,2008-12-31,2013-12-31
HEMET BANCORP,US912155043,US89017,10,2006-12-31,2015-12-31
HENDERSON GROUP PLC,30526EX,GB11518,3,2013-12-31,2015-12-31
HENDERSON LAND DEVELOPMENT COMPANY LIMITED,00513FH,HK47232,3,2013-12-31,2015-12-31
"HENRY COUNTY BANCSHARES, INC.",US581485511,US69171,11,2000-12-31,2010-12-31
"HENRY COUNTY BANCSHARES, INC.",US581485511,USB1AB9,6,2005-12-31,2010-12-31
HERALD NATIONAL BANK,57469NU,US73058,5,2008-12-31,2012-12-31
HERALD NATIONAL BANK,57469NU,USB3A58,4,2007-12-31,2010-12-31
"HERITAGE BANCSHARES, INC.",US69175,US89702,8,2000-12-31,2012-12-31
"HERITAGE BANKSHARES, INC.",US541234322,US90614,15,2000-12-31,2015-12-31
HERITAGE COMMERCE CORP,37050NU,US19353,16,2000-12-31,2015-12-31
HERITAGE COMMERCE CORP,37050NU,USA1B9C,17,2000-12-31,2016-12-31
"HERITAGE FINANCIAL CORPORATION, WASHINGTON",37055NU,US69180,16,2000-12-31,2015-12-31
"HERITAGE FINANCIAL CORPORATION, WASHINGTON",37055NU,USA17D8,16,2000-12-31,2015-12-31
HERITAGE FINANCIAL GROUP INC,37064NU,US25180,3,2012-12-31,2014-12-31
HERITAGE FINANCIAL GROUP INC,37064NU,USAACD8,12,2003-12-31,2014-12-31
HERITAGE FINANCIAL HOLDING CORPORATION,US631259533,US16312,5,2000-12-31,2004-12-31
HERITAGE OAKS BANCORP,37070NU,US16313,16,2000-12-31,2015-12-31
HERITAGE OAKS BANCORP,37070NU,USA1BF1,17,2000-12-31,2016-12-31
HF FINANCIAL CORP,37085NU,US23902,4,2012-12-31,2015-12-31
HF FINANCIAL CORP,37085NU,USA0686,16,2000-06-30,2015-06-30
HF GROUP LIMITED,30022KK,KE47177,5,2011-12-31,2015-12-31
HFB FINANCIAL CORPORATION - HOME FEDERAL BANK,US611228266,US89018,11,2006-12-31,2016-12-31
HFC BANK (GHANA) LTD,30016KV,GH19008,5,2011-12-31,2015-12-31
"HIBERNIA BANCORP, INC.",US262833386,US83681,4,2012-12-31,2015-12-31
HIBERNIA CORPORATION,34942NU,US34137,5,2000-12-31,2004-12-31
HIBERNIA CORPORATION,34942NU,US4315N,5,2000-12-31,2004-12-31
HIGASHI-NIPPON BANK,JP33235,JP17186,11,2006-03-31,2016-03-31
HIGASHI-NIPPON BANK,JP33235,JP33235,11,2006-03-31,2016-03-31
"HIGH COUNTRY BANCORP, INC.",US841438612,US83596,8,2009-12-31,2016-12-31
HIGH POINT BANK CORPORATION,US561675043,US69190,15,2000-12-31,2014-12-31
HIGH POINT BANK CORPORATION,US561675043,US89757,1,2015-12-31,2015-12-31
HIGH STREET CORPORATION,US562248395,US17674,1,2001-12-31,2001-12-31
"HIGHLANDS BANCORP, INC.",US271954096,US83753,6,2010-12-31,2015-12-31
"HIGHLANDS BANKSHARES, INC",US541796693,US19354,15,2000-12-31,2014-12-31
"HIGHLANDS BANKSHARES, INC",US541796693,US89038,2,2015-12-31,2016-12-31
"HIGHLANDS BANKSHARES, INC",US541796693,USB28A0,10,2006-12-31,2015-12-31
"HIGHLANDS BANKSHARES, INC., WEST VIRGINIA",40909NU,US69193,15,2000-12-31,2014-12-31
"HIGHLANDS BANKSHARES, INC., WEST VIRGINIA",40909NU,US89760,2,2015-12-31,2016-12-31
"HIGHLANDS BANKSHARES, INC., WEST VIRGINIA",40909NU,USB0F36,6,2006-12-31,2011-12-31
HIGHLANDS STATE BANK,US202017322,US71627,12,2005-12-31,2016-12-31
HILLS BANCORPORATION,US421208067,US19355,16,2000-12-31,2015-12-31
HILLS BANCORPORATION,US421208067,USB25DE,11,2005-12-31,2015-12-31
HILLTOP HOLDINGS INC,35614NU,US51574,4,2012-12-31,2015-12-31
HILLTOP HOLDINGS INC,35614NU,USA866D,17,2000-12-31,2016-12-31
HIMALAYAN BANK LIMITED,30004FB,NP42052,6,2011-07-16,2016-07-15
HINGHAM INSTITUTION FOR SAVINGS,37090NU,US63716,15,2002-12-31,2016-12-31
HINGHAM INSTITUTION FOR SAVINGS,37090NU,USA148A,17,2000-12-31,2016-12-31
HIPOTECARIA SURA EMPRESA ADMINISTRADORA HIPOTECARIA,30329LP,PE53616,3,2013-12-31,2015-12-31
HIPOTEKARNA BANKA AD PODGORICA,ME02085020,ME28971,5,2011-12-31,2015-12-31
HIROSHIMA BANK LTD,30209FJ,JP32813,11,2006-03-31,2016-03-31
HIROSHIMA BANK LTD,30209FJ,JP47935,11,2006-03-31,2016-03-31
HITACHI CAPITAL (UK) PLC,30920EX,GB16369,3,2014-03-31,2016-03-31
HITACHI CAPITAL CORPORATION,00748FJ,JP48169,6,2011-03-31,2016-03-31
HMC INVESTMENT SECURITIES CO LTD,40277FK,KR39547,2,2014-12-31,2015-12-31
HMN FINANCIAL INC,37110NU,US17149,3,2012-12-31,2014-12-31
HMN FINANCIAL INC,37110NU,US20903,1,2015-12-31,2015-12-31
HMN FINANCIAL INC,37110NU,USA0A3B,17,2000-12-31,2016-12-31
HNB BANCORP INC,US84924,US84924,2,2007-12-31,2008-12-31
HOELAND OG SETSKOG SPAREBANK,40196SN,NO26327,5,2011-12-31,2015-12-31
HOEVELRAT HOLDING AG,40712ED,DE19238,6,2010-12-31,2015-12-31
HOKKAIDO BANK,30102FJ,JP17189,11,2006-03-31,2016-03-31
HOKKAIDO BANK,30102FJ,JP30168,9,2006-03-31,2014-03-31
HOKUHOKU FINANCIAL GROUP INC.,40925FJ,JP16924,11,2006-03-31,2016-03-31
HOKUHOKU FINANCIAL GROUP INC.,40925FJ,JP16925,11,2006-03-31,2016-03-31
HOKURIKU BANK LTD.,JP45742,JP30138,11,2006-03-31,2016-03-31
HOKURIKU BANK LTD.,JP45742,JP45742,8,2006-03-31,2014-03-31
HOME BANCORP INC,63374NU,US67736,4,2012-12-31,2015-12-31
HOME BANCORP INC,63374NU,USB1F6E,12,2005-12-31,2016-12-31
"HOME BANCORP WISCONSIN, INC.",US463383278,US83898,2,2014-12-31,2015-12-31
"HOME BANCSHARES, INC.",40105NU,US69201,16,2000-12-31,2015-12-31
"HOME BANCSHARES, INC.",40105NU,USAC347,14,2003-12-31,2016-12-31
HOME CAPITAL GROUP INC,31811NC,CA16551,4,2011-12-31,2014-12-31
HOME CAPITAL GROUP INC,31811NC,CAA2BB5,17,2000-12-31,2016-12-31
HOME CITY FINANCIAL CORPORATION,37114NU,US23903,5,2011-12-31,2015-12-31
HOME CITY FINANCIAL CORPORATION,37114NU,US57389,4,2012-12-31,2015-12-31
HOME CITY FINANCIAL CORPORATION,37114NU,USA12F0,16,2000-12-31,2015-12-31
"HOME FEDERAL BANCORP, INC. OF LOUISIANA",US020815311,US83792,4,2012-12-31,2015-12-31
HOME FINANCIAL BANCORP,US351975585,US82617,5,2011-12-31,2015-12-31
HOME LOAN FINANCIAL CORPORATION,US311578552,US83569,4,2012-12-31,2015-12-31
HOME TOWN BANK OF VILLA RICA,61562NU,US63746,6,2002-12-31,2007-12-31
HOME VALLEY BANCORP,US71131,US90393,8,2000-12-31,2009-12-31
HOMESTREET INC,US910186600,US67750,4,2012-12-31,2015-12-31
HOMESTREET INC,US910186600,USD21C4,9,2008-12-31,2016-12-31
"HOMETOWN BANCORP, INC.",US020783010,US83504,4,2012-12-31,2015-12-31
HOMETOWN BANKSHARES CORPORATION,US264549960,US83648,7,2009-12-31,2015-12-31
"HOMETRUST BANCSHARES, INC",63474NU,US73376,4,2012-12-31,2015-12-31
"HOMETRUST BANCSHARES, INC",63474NU,USDB1F4,10,2007-06-30,2016-06-30
"HONAT BANCORP, INC.",US236758504,US69208,10,2000-12-31,2014-12-31
"HONAT BANCORP, INC.",US236758504,US89750,7,2006-12-31,2016-12-31
HONG KONG EXCHANGES AND CLEARING LIMITED - HKEX,30514FH,HK51515,3,2013-12-31,2015-12-31
HONG LEONG BANK BERHAD,30278FM,MY32286,6,2011-06-30,2016-06-30
HONG LEONG CAPITAL BERHAD,30277FM,MY45690,6,2011-06-30,2016-06-30
HONG LEONG FINANCE LIMITED,30062FN,SG38153,3,2013-12-31,2015-12-31
HONG LEONG FINANCIAL GROUP BHD,30718FM,MY48271,6,2011-06-30,2016-06-30
HOPE BANCORP INC,36767NU,US19377,15,2001-12-31,2015-12-31
HOPE BANCORP INC,36767NU,USA24AD,17,2000-12-31,2016-12-31
"HOPFED BANCORP, INC",37133NU,US20899,1,2015-12-31,2015-12-31
"HOPFED BANCORP, INC",37133NU,US23904,3,2012-12-31,2014-12-31
"HOPFED BANCORP, INC",37133NU,USA1BD4,17,2000-12-31,2016-12-31
HORIZON BANCORP,37140NU,US69211,16,2000-12-31,2015-12-31
HORIZON BANCORP,37140NU,USA1B63,17,2000-12-31,2016-12-31
HORIZON FINANCIAL CORP,37142NU,US19356,10,2000-12-31,2009-12-31
HORIZON FINANCIAL CORP,37142NU,US43010,10,2000-03-31,2009-03-31
"HORIZON SECURITIES CO., LTD",30868FC,TW29158,3,2013-12-31,2015-12-31
HOUSING AND DEVELOPMENT BANK,30342KE,EG35924,5,2011-12-31,2015-12-31
HOUSING BANK FOR TRADE & FINANCE (THE),30028GJ,JO32551,5,2011-12-31,2015-12-31
HOUSING DEVELOPMENT FINANCE CORPORATION BANK OF SRI LANKA,30244FS,LK40492,5,2011-12-31,2015-12-31
HOUSING DEVELOPMENT FINANCE CORPORATION LIMITED - HDFC LTD,30003FI,IN19011,3,2014-03-31,2016-03-31
"HOWA BANK, LTD",30247FJ,JP17191,11,2006-03-31,2016-03-31
"HOWARD BANCORP, INC.",63446NU,US83258,11,2005-12-31,2015-12-31
HQ AB,30492SS,SE19919,5,2011-12-31,2015-12-31
HRVATSKA POSTANSKA BANK DD,40020OJ,HR37660,5,2011-12-31,2015-12-31
HSBC BANK BERMUDA LIMITED,BM2109R,BM30843,5,2011-12-31,2015-12-31
HSBC BANK BERMUDA LIMITED,BM2109R,BMA43C5,5,2000-06-30,2003-12-31
HSBC BANK CANADA,30049NC,CA31127,16,2000-12-31,2015-12-31
HSBC BANK CANADA,30049NC,CAAB0A2,16,2000-12-31,2015-12-31
HSBC BANK EGYPT S A E,30325KE,EG33379,5,2011-12-31,2015-12-31
HSBC BANK MALTA PLC,30005EM,MT30758,3,2013-12-31,2015-12-31
HSBC BANK MALTA PLC,30005EM,MT41260,5,2011-12-31,2015-12-31
HSBC BANK OMAN,30093GO,OM32197,5,2011-12-31,2015-12-31
HSBC FINANCE CORPORATION,30155NU,US43305,5,2011-12-31,2015-12-31
HSBC FRANCE SA,30007EF,FR11036,5,2011-12-31,2015-12-31
HSBC FRANCE SA,30007EF,FR11037,3,2013-12-31,2015-12-31
HSBC HOLDINGS PLC,30088EX,GB34727,5,2011-12-31,2015-12-31
HSBC HOLDINGS PLC,30088EX,GB42318,3,2013-12-31,2015-12-31
HSBC HOLDINGS PLC,30088EX,GBA1A32,16,2000-12-31,2015-12-31
HSBC TRINKAUS & BURKHARDT AG,40243ED,DE13973,5,2011-12-31,2015-12-31
HUA NAN COMMERCIAL BANK,30034FC,TW30805,5,2011-12-31,2015-12-31
HUA NAN FINANCIAL HOLDINGS CO LTD,30604FC,TW16301,5,2011-12-31,2015-12-31
"HUA XIA BANK CO., LIMITED",30948PC,CN44174,5,2011-12-31,2015-12-31
HUDSON CITY BANCORP INC,34948NU,US17150,7,2000-12-31,2014-12-31
HUDSON CITY BANCORP INC,34948NU,USA1F3D,15,2000-12-31,2014-12-31
HUDSON UNITED BANCORP,34950NU,US41925,6,2000-12-31,2005-12-31
HUDSON UNITED BANCORP,34950NU,US4500A,5,2000-12-31,2004-12-31
HUDSON VALLEY HOLDING CORP,41158NU,US19357,15,2000-12-31,2014-12-31
HUDSON VALLEY HOLDING CORP,41158NU,USAA8BF,15,2000-12-31,2014-12-31
HUISHANG BANK CO LTD,40785PC,CN29149,5,2011-12-31,2015-12-31
HUMBOLDT BANCORP,US931175446,US19358,4,2000-12-31,2003-12-31
HUMBOLDT BANCORP,US931175446,USA2682,4,2000-12-31,2003-12-31
HUNTINGTON BANCSHARES INC,31615NU,US34069,16,2000-12-31,2015-12-31
HUNTINGTON BANCSHARES INC,31615NU,US43590,17,2000-12-31,2016-12-31
HVIDBJERG BANK AKTIESELSKAB,30283SD,DK10433,5,2011-12-31,2015-12-31
HYAKUGO BANK LTD.,30215FJ,JP17192,11,2006-03-31,2016-03-31
HYAKUGO BANK LTD.,30215FJ,JP31030,11,2006-03-31,2016-03-31
HYAKUJUSHI BANK LTD.,30213FJ,JP17193,11,2006-03-31,2016-03-31
HYAKUJUSHI BANK LTD.,30213FJ,JP30617,11,2006-03-31,2016-03-31
HYPO ALPE-ADRIA-BANK A.D. BANJA LUKA,BA29065,BA29065,5,2011-12-31,2015-12-31
HYPO REAL ESTATE HOLDING AG,30826ED,DE16697,4,2011-12-31,2014-12-31
HYPO REAL ESTATE HOLDING AG,30826ED,DE29779,3,2013-12-31,2015-12-31
HYPO-BANK BURGENLAND AKTIENGESELLSCHAFT - BANK BURGENLAND,AT33785,AT19972,11,2005-12-31,2015-12-31
HYPO-BANK BURGENLAND AKTIENGESELLSCHAFT - BANK BURGENLAND,AT33785,AT33785,5,2011-12-31,2015-12-31
HYPOTHEKARBANK LENZBURG AG,30032ES,CH35996,5,2011-12-31,2015-12-31
HYUNDAI SECURITIES CO. LTD.,30053FK,KR43030,2,2014-12-31,2015-12-31
I&M HOLDINGS LIMITED,30050KK,KE51164,3,2013-12-31,2015-12-31
IBERIABANK CORPORATION,37171NU,US48037,16,2000-12-31,2015-12-31
IBERIABANK CORPORATION,37171NU,USA0DE8,17,2000-12-31,2016-12-31
IBJ LEASING COMPANY LIMITED,32049FJ,JP52025,4,2012-03-31,2015-03-31
"IBT BANCORP, INC., PENNSYLVANIA",37173NU,US69222,8,2000-12-31,2007-12-31
"IBT BANCORP, INC., PENNSYLVANIA",37173NU,USA6B42,8,2000-12-31,2007-12-31
ICAP PLC,GB03611426,GB39863,3,2014-03-31,2016-03-31
ICB ISLAMIC BANK LIMITED,30286FE,BD46536,5,2011-12-31,2015-12-31
ICBC PERU BANK,30382LP,PE53621,3,2013-12-31,2015-12-31
ICBC TURKEY BANK A S.,30060ET,TR33384,2,2011-12-31,2012-12-31
"ICHIYOSHI SECURITIES CO., LTD",30259FJ,JP16099,11,2006-03-31,2016-03-31
"ICHIYOSHI SECURITIES CO., LTD",30259FJ,JP16100,11,2006-03-31,2016-03-31
ICICI BANK LIMITED,30075FI,IN42294,5,2012-03-31,2016-03-31
ICICI BANK LIMITED,30075FI,INA2010,17,2000-03-31,2016-03-31
ICNB FINANCIAL CORPORATION,US382694867,US69224,7,2000-12-31,2006-12-31
IDAHO BANCORP,US770651038,US90491,8,2006-12-31,2013-12-31
IDAHO INDEPENDENT BANK,US820454590,US16310,15,2002-12-31,2016-12-31
IDAHO INDEPENDENT BANK,US820454590,USB1177,10,2006-12-31,2015-12-31
IDB HOLDING CORPORATION LTD,20316GE,IL27424,2,2013-12-31,2014-12-31
IDBI BANK LTD,30762FI,IN32397,5,2012-03-31,2016-03-31
IDEA BANK S.A.,40511EO,PL51646,3,2013-12-31,2015-12-31
IDEA BANK S.A.,40511EO,PL53740,4,2011-12-31,2014-12-31
IDFC BANK LTD,116770FI,IN53925,2,2015-03-31,2016-03-31
IDFC LIMITED,30988FI,IN48443,3,2014-03-31,2016-03-31
IF BANCORP INC,63433NU,US20926,2,2012-12-31,2015-12-31
IF BANCORP INC,63433NU,US73377,2,2013-12-31,2014-12-31
IF BANCORP INC,63433NU,USD09BD,8,2009-06-30,2016-06-30
IFCI LIMITED,30079FI,IN32400,4,2013-03-31,2016-03-31
IFIC BANK LIMITED - INTERNATIONAL FINANCE INVESTMENT AND COMMERCE BANK LIMITED,30168FE,BD37551,5,2011-12-31,2015-12-31
IFIC BANK LIMITED - INTERNATIONAL FINANCE INVESTMENT AND COMMERCE BANK LIMITED,30168FE,BD51630,5,2011-12-31,2015-12-31
IFS CAPITAL (THAILAND) PCL,045011FT,TH51138,3,2013-12-31,2015-12-31
IFS CAPITAL LIMITED,30007FN,SG39676,3,2013-12-31,2015-12-31
IGM FINANCIALS INC,20267NC,CA23907,3,2013-12-31,2015-12-31
IKB DEUTSCHE INDUSTRIEBANK AG,30037ED,DE13319,5,2012-03-31,2016-03-31
IKB DEUTSCHE INDUSTRIEBANK AG,30037ED,DE45917,3,2014-03-31,2016-03-31
ILFCO MICROFINANCE BITTIYA SANSTHA LTD,NP54577,NP54577,2,2013-07-15,2014-07-16
ILLINI CORPORATION,US371135429,US89840,10,2006-12-31,2015-12-31
IMEX BANKA DD,HR99326633206,HR16890,5,2011-12-31,2015-12-31
IMMIGON PORTFOLIOABBAU AG,30084EA,AT44482,5,2011-12-31,2015-12-31
IMMOFINANZ AG,30107EA,AT18921,2,2015-04-30,2016-04-30
IMPERIAL BANCORP,US952575576,US34570,1,2000-12-31,2000-12-31
"IMPERIAL CAPITAL BANCORP, INC",37290NU,US69260,6,2003-12-31,2008-12-31
"IMPERIAL CAPITAL BANCORP, INC",37290NU,USA0AF8,9,2000-12-31,2008-12-31
"INDEPENDENCE BANCSHARES, INC.",US201734180,US83198,12,2005-12-31,2016-12-31
"INDEPENDENT BANCSHARES, INC.",US592869407,US90494,8,2000-12-31,2009-12-31
INDEPENDENT BANK CORP.,37193NU,US44850,17,2000-12-31,2016-12-31
INDEPENDENT BANK CORP.,37193NU,US69235,16,2000-12-31,2015-12-31
INDEPENDENT BANK CORPORATION,US382032782,US41960,16,2000-12-31,2015-12-31
INDEPENDENT BANK CORPORATION,US382032782,US44860,17,2000-12-31,2016-12-31
"INDEPENDENT BANK GROUP, INC.",63625NU,US69219,10,2003-12-31,2015-12-31
"INDEPENDENT BANK GROUP, INC.",63625NU,USE50E4,7,2009-12-31,2015-12-31
INDESA HOLDINGS,30180LN,PA53622,3,2013-12-31,2015-12-31
INDIABULLS HOUSING FINANCE LIMITED,58546FI,IN51715,3,2014-03-31,2016-03-31
INDIABULLS VENTURES LIMITED,33680FI,IN27556,3,2014-03-31,2016-03-31
INDIAN BANK,34358FI,IN31488,5,2012-03-31,2016-03-31
INDIAN OVERSEAS BANK,30737FI,IN31483,5,2012-03-31,2016-03-31
INDIANA BUSINESS BANK,US201641774,US71366,12,2004-12-31,2015-12-31
INDIANA COMMUNITY BANCORP,37121NU,US17673,11,2001-12-31,2011-12-31
INDIANA COMMUNITY BANCORP,37121NU,US42792,13,2000-06-30,2011-12-31
INDRE SOGN SPAREBANK,30335SN,NO12537,3,2013-12-31,2015-12-31
INDUSIND BANK LIMITED,30707FI,IN42270,5,2012-03-31,2016-03-31
INDUSTRIAL & COMMERCIAL BANK OF CHINA (THE) - ICBC,31599PC,CN49816,5,2011-12-31,2015-12-31
INDUSTRIAL & COMMERCIAL BANK OF CHINA (THE) - ICBC,31599PC,CN50040,5,2011-12-31,2015-12-31
INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ASIA) LIMITED - ICBC (ASIA),30073FH,HK31232,6,2010-12-31,2015-12-31
"INDUSTRIAL AND COMMERCIAL BANK OF CHINA (THAI) PUBLIC COMPANY LIMITED - ICBC BANK ( THAILAND ) CO., LTD",30011FT,TH37928,5,2011-12-31,2015-12-31
INDUSTRIAL BANK CO LTD,31718PC,CN42551,5,2011-12-31,2015-12-31
INDUSTRIAL BANK OF KOREA,30039FK,KR42307,5,2011-12-31,2015-12-31
INFINITY TRUST MORTGAGE BANK PLC,30274KN,NG54383,4,2012-12-31,2015-12-31
INFRASTRUCTURE DEVELOPMENT BANK LTD,30137FB,NP11071,4,2012-07-15,2015-07-16
ING BANK SLASKI S.A. - CAPITAL GROUP,30015EO,PL35912,3,2013-12-31,2015-12-31
ING BANK SLASKI S.A. - CAPITAL GROUP,30015EO,PL48129,5,2011-12-31,2015-12-31
ING BANK UKRAINE,40259OU,UA49913,3,2013-12-31,2015-12-31
ING BELGIUM SA/NV - ING,BE0403200393,BE10028,3,2013-12-31,2015-12-31
ING GROEP NV,30009EN,NL22304,5,2011-12-31,2015-12-31
ING GROEP NV,30009EN,NL22305,5,2011-12-31,2015-12-31
ING GROEP NV,30009EN,NLA1A73,17,2000-12-31,2016-12-31
ING VYSYA BANK LTD,30772FI,IN32468,4,2011-03-31,2014-03-31
INNOVATIVE DEVELOPMENT BANK LTD,30222FB,NP11695,4,2012-07-15,2015-07-16
INTEGRA BANK CORPORATION,31087NU,US48048,11,2000-12-31,2010-12-31
INTEGRA BANK CORPORATION,31087NU,US61480,11,2000-12-31,2010-12-31
"INTEGRITY BANCSHARES, INC.",US582508612,US69244,5,2003-12-31,2007-12-31
"INTEGRITY BANCSHARES, INC.",US582508612,USAD9CC,9,2002-12-31,2013-12-31
INTEGRITY FINANCIAL CORPORATION,37206NU,US69245,5,2001-12-31,2005-12-31
INTEGRITY FINANCIAL CORPORATION,37206NU,USA20C2,6,2000-12-31,2005-12-31
INTERCHANGE FINANCIAL SERVICES CORPORATION,37219NU,US19361,7,2000-12-31,2006-12-31
INTERCHANGE FINANCIAL SERVICES CORPORATION,37219NU,US4713A,6,2000-12-31,2005-12-31
INTERMEDIATE CAPITAL GROUP PLC,30436EX,GB19198,3,2014-03-31,2016-03-31
INTERMOUNTAIN COMMUNITY BANCORP,40966NU,US69247,14,2000-12-31,2013-12-31
INTERMOUNTAIN COMMUNITY BANCORP,40966NU,USAA925,12,2002-12-31,2013-12-31
INTERNATIONAL BANCSHARES CORPORATION,37260NU,US41832,16,2000-12-31,2015-12-31
INTERNATIONAL BANCSHARES CORPORATION,37260NU,USA1833,16,2000-12-31,2015-12-31
